,MVT_GT_Wichita-Hutchinson KS
2015-02-01 00:00:00,35
2015-05-01 00:00:00,100
2016-01-01 00:00:00,38
2016-02-01 00:00:00,52
2016-05-01 00:00:00,68
2016-08-01 00:00:00,30
2016-09-01 00:00:00,64
2017-04-01 00:00:00,87
2017-05-01 00:00:00,22
2017-06-01 00:00:00,31
2017-10-01 00:00:00,45
2017-11-01 00:00:00,61
2017-12-01 00:00:00,92
2018-01-01 00:00:00,70
2018-02-01 00:00:00,58
2018-03-01 00:00:00,33
2018-04-01 00:00:00,23
2018-06-01 00:00:00,33
2018-07-01 00:00:00,27
2018-08-01 00:00:00,31
2018-09-01 00:00:00,72
2018-12-01 00:00:00,43
2019-04-01 00:00:00,50
2019-05-01 00:00:00,57
2020-02-01 00:00:00,26
2020-03-01 00:00:00,17
2020-06-01 00:00:00,40
2021-03-01 00:00:00,42
2021-05-01 00:00:00,26
2021-06-01 00:00:00,38
2021-07-01 00:00:00,31
2021-08-01 00:00:00,86
2021-12-01 00:00:00,33
2022-02-01 00:00:00,55
2022-03-01 00:00:00,24
2022-06-01 00:00:00,42
2022-07-01 00:00:00,64
2022-09-01 00:00:00,18
2022-12-01 00:00:00,37
