,MVT_GT_Oklahoma City OK
2015-02-01 00:00:00,15
2015-03-01 00:00:00,19
2015-04-01 00:00:00,27
2015-05-01 00:00:00,38
2015-06-01 00:00:00,25
2015-07-01 00:00:00,50
2015-08-01 00:00:00,35
2015-12-01 00:00:00,49
2016-03-01 00:00:00,13
2016-04-01 00:00:00,26
2016-05-01 00:00:00,19
2016-06-01 00:00:00,45
2016-07-01 00:00:00,25
2016-09-01 00:00:00,43
2016-10-01 00:00:00,100
2016-11-01 00:00:00,21
2016-12-01 00:00:00,64
2017-01-01 00:00:00,25
2017-04-01 00:00:00,30
2017-05-01 00:00:00,19
2017-06-01 00:00:00,73
2017-07-01 00:00:00,29
2017-08-01 00:00:00,52
2017-09-01 00:00:00,26
2017-11-01 00:00:00,32
2017-12-01 00:00:00,17
2018-01-01 00:00:00,57
2018-02-01 00:00:00,50
2018-03-01 00:00:00,34
2018-04-01 00:00:00,33
2018-05-01 00:00:00,16
2018-06-01 00:00:00,30
2018-07-01 00:00:00,14
2018-08-01 00:00:00,19
2018-09-01 00:00:00,16
2019-02-01 00:00:00,28
2019-05-01 00:00:00,40
2019-06-01 00:00:00,32
2019-07-01 00:00:00,17
2019-08-01 00:00:00,13
2019-10-01 00:00:00,18
2019-11-01 00:00:00,35
2019-12-01 00:00:00,28
2020-01-01 00:00:00,25
2020-02-01 00:00:00,35
2020-04-01 00:00:00,14
2020-05-01 00:00:00,11
2020-06-01 00:00:00,49
2020-07-01 00:00:00,30
2020-09-01 00:00:00,18
2020-10-01 00:00:00,17
2020-11-01 00:00:00,26
2020-12-01 00:00:00,14
2021-01-01 00:00:00,29
2021-02-01 00:00:00,37
2021-03-01 00:00:00,10
2021-05-01 00:00:00,21
2021-06-01 00:00:00,23
2021-07-01 00:00:00,31
2021-08-01 00:00:00,29
2021-10-01 00:00:00,17
2021-11-01 00:00:00,41
2021-12-01 00:00:00,40
2022-03-01 00:00:00,17
2022-04-01 00:00:00,15
2022-05-01 00:00:00,18
2022-08-01 00:00:00,28
2022-09-01 00:00:00,10
2022-10-01 00:00:00,13
2022-11-01 00:00:00,38
2022-12-01 00:00:00,11
