,MVT_GT_El Paso TX
2015-05-01 00:00:00,70
2015-06-01 00:00:00,100
2015-07-01 00:00:00,23
2015-09-01 00:00:00,31
2016-06-01 00:00:00,74
2017-01-01 00:00:00,15
2017-02-01 00:00:00,17
2017-04-01 00:00:00,14
2017-06-01 00:00:00,19
2017-07-01 00:00:00,13
2017-09-01 00:00:00,22
2017-11-01 00:00:00,28
2018-04-01 00:00:00,19
2018-08-01 00:00:00,18
2018-09-01 00:00:00,35
2018-10-01 00:00:00,29
2018-11-01 00:00:00,20
2019-07-01 00:00:00,56
2019-08-01 00:00:00,15
2019-09-01 00:00:00,34
2019-12-01 00:00:00,27
2020-01-01 00:00:00,35
2020-02-01 00:00:00,33
2020-06-01 00:00:00,17
2020-07-01 00:00:00,16
2020-10-01 00:00:00,12
2021-01-01 00:00:00,10
2021-03-01 00:00:00,30
2021-05-01 00:00:00,31
2021-06-01 00:00:00,11
2021-07-01 00:00:00,19
2021-08-01 00:00:00,15
2021-12-01 00:00:00,19
2022-01-01 00:00:00,17
2022-02-01 00:00:00,12
2022-04-01 00:00:00,16
2022-07-01 00:00:00,17
2022-08-01 00:00:00,9
2022-09-01 00:00:00,37
2022-10-01 00:00:00,42
2022-11-01 00:00:00,17
2022-12-01 00:00:00,23
