,MVT_GT_El Paso TX
2015-04-01 00:00:00,100
2015-09-01 00:00:00,70
2015-10-01 00:00:00,99
2016-04-01 00:00:00,30
2016-06-01 00:00:00,74
2016-09-01 00:00:00,58
2017-01-01 00:00:00,49
2017-04-01 00:00:00,29
2017-10-01 00:00:00,32
2017-11-01 00:00:00,56
2018-03-01 00:00:00,61
2018-04-01 00:00:00,22
2018-06-01 00:00:00,33
2018-08-01 00:00:00,98
2018-09-01 00:00:00,34
2018-10-01 00:00:00,22
2019-04-01 00:00:00,47
2019-08-01 00:00:00,37
2019-09-01 00:00:00,38
2019-10-01 00:00:00,22
2020-03-01 00:00:00,39
2020-05-01 00:00:00,21
2020-06-01 00:00:00,57
2020-09-01 00:00:00,38
2020-10-01 00:00:00,50
2020-11-01 00:00:00,20
2020-12-01 00:00:00,68
2021-06-01 00:00:00,90
2021-07-01 00:00:00,69
2021-08-01 00:00:00,32
2021-11-01 00:00:00,57
2022-02-01 00:00:00,48
2022-03-01 00:00:00,16
2022-04-01 00:00:00,33
2022-05-01 00:00:00,23
2022-08-01 00:00:00,66
2022-09-01 00:00:00,78
2022-10-01 00:00:00,46
2022-12-01 00:00:00,60
