,MVT_GT_New Orleans LA
01/01/2015 00:00:00,100
11/01/2015 00:00:00,76
04/01/2016 00:00:00,47
06/01/2016 00:00:00,41
08/01/2016 00:00:00,93
01/01/2017 00:00:00,45
04/01/2017 00:00:00,37
05/01/2017 00:00:00,47
06/01/2017 00:00:00,57
10/01/2017 00:00:00,42
12/01/2017 00:00:00,62
04/01/2018 00:00:00,46
07/01/2018 00:00:00,42
08/01/2018 00:00:00,50
09/01/2018 00:00:00,39
11/01/2018 00:00:00,64
12/01/2018 00:00:00,63
01/01/2019 00:00:00,34
04/01/2019 00:00:00,36
05/01/2019 00:00:00,36
06/01/2019 00:00:00,47
07/01/2019 00:00:00,44
11/01/2019 00:00:00,39
12/01/2019 00:00:00,36
01/01/2020 00:00:00,71
03/01/2020 00:00:00,47
04/01/2020 00:00:00,60
05/01/2020 00:00:00,28
07/01/2020 00:00:00,34
08/01/2020 00:00:00,33
09/01/2020 00:00:00,36
10/01/2020 00:00:00,57
01/01/2021 00:00:00,31
03/01/2021 00:00:00,38
04/01/2021 00:00:00,50
05/01/2021 00:00:00,38
08/01/2021 00:00:00,62
12/01/2021 00:00:00,33
03/01/2022 00:00:00,41
04/01/2022 00:00:00,63
05/01/2022 00:00:00,59
07/01/2022 00:00:00,59
08/01/2022 00:00:00,44
09/01/2022 00:00:00,40
10/01/2022 00:00:00,60
11/01/2022 00:00:00,41
12/01/2022 00:00:00,47
