,MVT_GT_Cincinnati OH
04/01/2015 00:00:00,60
08/01/2015 00:00:00,50
09/01/2015 00:00:00,59
01/01/2016 00:00:00,68
05/01/2016 00:00:00,41
06/01/2016 00:00:00,56
07/01/2016 00:00:00,53
08/01/2016 00:00:00,38
10/01/2016 00:00:00,45
11/01/2016 00:00:00,48
01/01/2017 00:00:00,33
03/01/2017 00:00:00,45
06/01/2017 00:00:00,36
07/01/2017 00:00:00,40
10/01/2017 00:00:00,51
11/01/2017 00:00:00,45
12/01/2017 00:00:00,55
03/01/2018 00:00:00,50
04/01/2018 00:00:00,35
06/01/2018 00:00:00,38
08/01/2018 00:00:00,73
09/01/2018 00:00:00,36
10/01/2018 00:00:00,36
12/01/2018 00:00:00,57
02/01/2019 00:00:00,48
04/01/2019 00:00:00,37
05/01/2019 00:00:00,34
06/01/2019 00:00:00,34
07/01/2019 00:00:00,46
09/01/2019 00:00:00,47
10/01/2019 00:00:00,29
11/01/2019 00:00:00,39
12/01/2019 00:00:00,36
01/01/2020 00:00:00,65
02/01/2020 00:00:00,46
03/01/2020 00:00:00,31
05/01/2020 00:00:00,31
07/01/2020 00:00:00,44
08/01/2020 00:00:00,52
09/01/2020 00:00:00,33
10/01/2020 00:00:00,32
11/01/2020 00:00:00,30
12/01/2020 00:00:00,53
01/01/2021 00:00:00,47
02/01/2021 00:00:00,36
03/01/2021 00:00:00,40
05/01/2021 00:00:00,34
06/01/2021 00:00:00,72
07/01/2021 00:00:00,49
09/01/2021 00:00:00,82
10/01/2021 00:00:00,84
11/01/2021 00:00:00,60
01/01/2022 00:00:00,92
02/01/2022 00:00:00,41
03/01/2022 00:00:00,72
04/01/2022 00:00:00,47
05/01/2022 00:00:00,37
06/01/2022 00:00:00,30
07/01/2022 00:00:00,100
08/01/2022 00:00:00,68
09/01/2022 00:00:00,88
10/01/2022 00:00:00,71
12/01/2022 00:00:00,94
